ticker,exchange,icb2,icb3,icb4,market_cap,adtv_20d,status,reject_reason,as_of,source,data_status,filter_stage,reason_label,trigger_metric,trigger_value,threshold_or_cutoff
CTG,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,213865571750.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
CTS,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,55719629510.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
DCM,HOSE,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,82908057750.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-0.8663029213480813,>-1.78
DIG,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,46944636500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.1302310241669908,>-1.78
DLG,HOSE,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,3534499350.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.5907195394448823,>-1.78
DPG,HOSE,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,13465552243.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.324363322303869,>-1.78
DPM,HOSE,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,66202046000.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-0.971560651534651,>-1.78
DSE,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,10673552500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
EIB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,83165826750.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
ELC,HOSE,CÔNG NGHỆ THÔNG TIN,THIẾT BỊ VÀ PHẦN CỨNG,THIẾT BỊ VIỄN THÔNG,,5960366500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.247413608782222,STA>=0.23389126844758945
EVF,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,TÀI CHÍNH CÁ NHÂN,,36907848750.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
FTS,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,47091266250.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
GEE,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,ĐIỆN TỬ & THIẾT BỊ ĐIỆN,THIẾT BỊ ĐIỆN,,127674853310.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.33327317016475694,STA>=0.23389126844758945
GIL,HOSE,HÀNG CÁ NHÂN & GIA DỤNG,HÀNG CÁ NHÂN,HÀNG MAY MẶC,,944956000.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.3699000465400464,>-1.78
HAX,HOSE,Ô TÔ VÀ PHỤ TÙNG,Ô TÔ VÀ PHỤ TÙNG,SẢN XUẤT Ô TÔ,,1024768900.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.34064521830648775,STA>=0.23389126844758945
HCM,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,116854550000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
HDB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,242520825500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
HDC,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,19487022001.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-0.6322404051080099,>-1.78
HHP,HOSE,TÀI NGUYÊN CƠ BẢN,LÂM NGHIỆP VÀ GIẤY,SẢN XUẤT GIẤY,,12376780250.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.1808787024146312,SNOA>=0.9859440018428138
HHS,HOSE,Ô TÔ VÀ PHỤ TÙNG,Ô TÔ VÀ PHỤ TÙNG,SẢN XUẤT Ô TÔ,,11174840750.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA+SNOA,STA=0.9851453143346587;SNOA=2.4927772331033933,STA>=0.23389126844758945;SNOA>=0.9859440018428138
HID,HOSE,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,1192425800.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=0.990234696031504,SNOA>=0.9859440018428138
HSL,HOSE,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,6732173050.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-0.4379056454557322,>-1.78
HVH,HOSE,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,1261821452.5,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-0.5693335737891447,>-1.78
HVN,HOSE,DU LỊCH VÀ GIẢI TRÍ,DU LỊCH & GIẢI TRÍ,HÀNG KHÔNG,,26892394500.0,REJECTED,PFD_HIGH_RISK,2026-07-17,vnstock_VCI_financial,OK,5,PFD_HIGH_RISK,DISTRESS,,high_risk is True
KBC,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,57097490500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA+SNOA,STA=0.254060498583599;SNOA=1.0086672070652132,STA>=0.23389126844758945;SNOA>=0.9859440018428138
KDH,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,88512431250.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.3447178100255934,>-1.78
KHG,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,17447346550.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=0.9859440018428138,SNOA>=0.9859440018428138
KLB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,9410416119.5,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
LAF,HOSE,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,591430750.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA+SNOA,STA=0.2792612229651382;SNOA=1.3411019221671168,STA>=0.23389126844758945;SNOA>=0.9859440018428138
LDG,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,5912658200.0,REJECTED,PFD_HIGH_RISK,2026-07-17,vnstock_VCI_financial,OK,5,PFD_HIGH_RISK,DISTRESS,,high_risk is True
LPB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,129861240500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
MBB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,296820654500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
MCH,HOSE,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,50657642500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.1455843181715084,>-1.78
MIG,HOSE,BẢO HIỂM,BẢO HIỂM PHI NHÂN THỌ,BẢO HIỂM PHI NHÂN THỌ,,1593932000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,BẢO HIỂM,financial ICB2 exclusion
MSB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,149172128750.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
MWG,HOSE,BÁN LẺ,BÁN LẺ,PHÂN PHỐI HÀNG CHUYÊN DỤNG,,319165458500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.329044067753405,>-1.78
NAB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,27129544250.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
NBB,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,520234000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.2585279507871215,STA>=0.23389126844758945
NHA,HOSE,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,770873750.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.0122064885942705,SNOA>=0.9859440018428138
NLG,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,57664170855.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.6287826656992872,>-1.78
NNC,HOSE,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,1572903750.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.2521837627047799,STA>=0.23389126844758945
NT2,HOSE,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",SẢN XUẤT & PHÂN PHỐI ĐIỆN,SẢN XUẤT & PHÂN PHỐI ĐIỆN,,9648125750.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.29648942676435236,STA>=0.23389126844758945
NTL,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,2506648500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,96.98547203094651,>-1.78
OCB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,63381894859.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
OGC,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,TÀI CHÍNH ĐẶC BIỆT,,807562300.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
ORS,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,62698777000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
PDR,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,85168523500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.5980048163392326,>-1.78
PET,HOSE,BÁN LẺ,BÁN LẺ,PHÂN PHỐI HÀNG CHUYÊN DỤNG,,48292995500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.2016414327552996,>-1.78
QCG,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,2533607500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.4592091582779587,>-1.78
SAM,HOSE,CÔNG NGHỆ THÔNG TIN,THIẾT BỊ VÀ PHẦN CỨNG,THIẾT BỊ VIỄN THÔNG,,537604649.5,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.512721664862514,>-1.78
SBT,HOSE,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,12019134500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.6943461200611076,>-1.78
SCS,HOSE,DU LỊCH VÀ GIẢI TRÍ,DU LỊCH & GIẢI TRÍ,HÀNG KHÔNG,,6760417000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.23389126844758945,STA>=0.23389126844758945
SHB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,627389876500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
SMC,HOSE,TÀI NGUYÊN CƠ BẢN,KIM LOẠI,THÉP VÀ SẢN PHẨM THÉP,,2892917250.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.7174744012684338,>-1.78
SSB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,36742320710.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
SSI,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,367423480750.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
STB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,352353932500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
TAL,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,3416246485.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=0.9977930791622578,SNOA>=0.9859440018428138
TCB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,396305781500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
TCH,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,58964595250.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,0.13635898156450632,>-1.78
TCI,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,3461741000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
TCX,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,83287282500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
TDC,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,"TƯ VẤN, ĐỊNH GIÁ, MÔI GIỚI BẤT ĐỘNG SẢN",,726302054.5,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-0.5021681679661352,>-1.78
TLD,HOSE,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,1832808000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.123872686670078,SNOA>=0.9859440018428138
TLH,HOSE,TÀI NGUYÊN CƠ BẢN,KIM LOẠI,THÉP VÀ SẢN PHẨM THÉP,,590261000.0,REJECTED,PFD_HIGH_RISK,2026-07-17,vnstock_VCI_financial,OK,5,PFD_HIGH_RISK,DISTRESS,,high_risk is True
TNH,HOSE,Y TẾ,THIẾT BỊ VÀ DỊCH VỤ Y TẾ,CHĂM SÓC Y TẾ,,1487192200.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.0781687787505156,SNOA>=0.9859440018428138
TPB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,226905087750.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
TSC,HOSE,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,682833500.0,REJECTED,PFD_HIGH_RISK,2026-07-17,vnstock_VCI_financial,OK,5,PFD_HIGH_RISK,DISTRESS,,high_risk is True
TTF,HOSE,TÀI NGUYÊN CƠ BẢN,LÂM NGHIỆP VÀ GIẤY,LÂM SẢN VÀ CHẾ BIẾN GỖ,,1247763250.0,REJECTED,PFD_HIGH_RISK,2026-07-17,vnstock_VCI_financial,OK,5,PFD_HIGH_RISK,DISTRESS,,high_risk is True
TVS,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,4385526500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
VAB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,11959648750.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
VCB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,244307963500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
VCG,HOSE,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,68305848500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.6665376813955386,>-1.78
VCI,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,151260721500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
VCK,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,144670278000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
VDS,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,17621583250.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
VFG,HOSE,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,666927750.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.5202153122923252,>-1.78
VIB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,149041501250.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
VIX,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,509625848500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
VND,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,286042268525.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
